trip_id,feedback_text,timestamp
T00332,"Safe driving, comfortable journey. Thank you!",2024-01-07 22:00:00
T00333,"Great driver, very professional and courteous.",2024-01-07 22:30:00
T00334,"Safe driving, comfortable journey. Thank you!",2024-01-07 23:00:00
T00335,"Smooth ride, arrived on time. Would recommend!",2024-01-07 23:30:00
T00336,"Smooth ride, arrived on time. Would recommend!",2024-01-08 00:00:00
T00337,"Safe driving, comfortable journey. Thank you!",2024-01-08 00:30:00
T00338,"Excellent service, driver was very helpful.",2024-01-08 01:00:00
T00339,"Excellent service, driver was very helpful.",2024-01-08 01:30:00
T00340,"Smooth ride, arrived on time. Would recommend!",2024-01-08 02:00:00
T00341,"Smooth ride, arrived on time. Would recommend!",2024-01-08 02:30:00
T00342,"Great driver, very professional and courteous.",2024-01-08 03:00:00
T00343,"Smooth ride, arrived on time. Would recommend!",2024-01-08 03:30:00
T00344,"Safe driving, comfortable journey. Thank you!",2024-01-08 04:00:00
T00345,"Excellent service, driver was very helpful.",2024-01-08 04:30:00
T00346,"Excellent service, driver was very helpful.",2024-01-08 05:00:00
T00347,"Great driver, very professional and courteous.",2024-01-08 05:30:00
T00348,"Excellent service, driver was very helpful.",2024-01-08 06:00:00
T00349,"Excellent service, driver was very helpful.",2024-01-08 06:30:00
T00350,"Safe driving, comfortable journey. Thank you!",2024-01-08 07:00:00
T00351,"Excellent service, driver was very helpful.",2024-01-08 07:30:00
T00352,"Great driver, very professional and courteous.",2024-01-08 08:00:00
T00353,"Great driver, very professional and courteous.",2024-01-08 08:30:00
T00354,"Excellent service, driver was very helpful.",2024-01-08 09:00:00
T00355,"Smooth ride, arrived on time. Would recommend!",2024-01-08 09:30:00
T00356,"Excellent service, driver was very helpful.",2024-01-08 10:00:00
T00357,"Great driver, very professional and courteous.",2024-01-08 10:30:00
T00358,"Great driver, very professional and courteous.",2024-01-08 11:00:00
T00359,"Safe driving, comfortable journey. Thank you!",2024-01-08 11:30:00
T00360,"Excellent service, driver was very helpful.",2024-01-08 12:00:00
T00361,"Excellent service, driver was very helpful.",2024-01-08 12:30:00
T00362,"Safe driving, comfortable journey. Thank you!",2024-01-08 13:00:00
T00363,"Great driver, very professional and courteous.",2024-01-08 13:30:00
T00364,"Safe driving, comfortable journey. Thank you!",2024-01-08 14:00:00
T00365,Driver was quiet but professional.,2024-01-08 14:30:00
T00366,"Smooth ride, arrived on time. Would recommend!",2024-01-08 15:00:00
T00367,"Excellent service, driver was very helpful.",2024-01-08 15:30:00
T00368,"Great driver, very professional and courteous.",2024-01-08 16:00:00
T00369,"Safe driving, comfortable journey. Thank you!",2024-01-08 16:30:00
T00370,"Great driver, very professional and courteous.",2024-01-08 17:00:00
T00371,"Smooth ride, arrived on time. Would recommend!",2024-01-08 17:30:00
T00372,"Excellent service, driver was very helpful.",2024-01-08 18:00:00
T00373,"Safe driving, comfortable journey. Thank you!",2024-01-08 18:30:00
T00374,"Great driver, very professional and courteous.",2024-01-08 19:00:00
T00375,"Excellent service, driver was very helpful.",2024-01-08 19:30:00
T00376,"Excellent service, driver was very helpful.",2024-01-08 20:00:00
T00377,"Great driver, very professional and courteous.",2024-01-08 20:30:00
T00378,"Excellent service, driver was very helpful.",2024-01-08 21:00:00
T00379,"Excellent service, driver was very helpful.",2024-01-08 21:30:00
T00380,"Safe driving, comfortable journey. Thank you!",2024-01-08 22:00:00
T00381,"Excellent service, driver was very helpful.",2024-01-08 22:30:00
T00382,"Safe driving, comfortable journey. Thank you!",2024-01-08 23:00:00
T00383,"Excellent service, driver was very helpful.",2024-01-08 23:30:00
T00384,"Smooth ride, arrived on time. Would recommend!",2024-01-09 00:00:00
T00385,"Smooth ride, arrived on time. Would recommend!",2024-01-09 00:30:00
T00386,"Safe driving, comfortable journey. Thank you!",2024-01-09 01:00:00
T00387,"Safe driving, comfortable journey. Thank you!",2024-01-09 01:30:00
T00388,"Smooth ride, arrived on time. Would recommend!",2024-01-09 02:00:00
T00389,"Excellent service, driver was very helpful.",2024-01-09 02:30:00
T00390,"Safe driving, comfortable journey. Thank you!",2024-01-09 03:00:00
T00391,"Great driver, very professional and courteous.",2024-01-09 03:30:00
T00392,"Excellent service, driver was very helpful.",2024-01-09 04:00:00
T00393,"Excellent service, driver was very helpful.",2024-01-09 04:30:00
T00394,"Smooth ride, arrived on time. Would recommend!",2024-01-09 05:00:00
T00395,"Safe driving, comfortable journey. Thank you!",2024-01-09 05:30:00
T00396,"Excellent service, driver was very helpful.",2024-01-09 06:00:00
T00397,"Safe driving, comfortable journey. Thank you!",2024-01-09 06:30:00
T00398,"Safe driving, comfortable journey. Thank you!",2024-01-09 07:00:00
T00399,"Safe driving, comfortable journey. Thank you!",2024-01-09 07:30:00
T00400,"Smooth ride, arrived on time. Would recommend!",2024-01-09 08:00:00
T00401,Driver was quiet but professional.,2024-01-09 08:30:00
T00402,"Safe driving, comfortable journey. Thank you!",2024-01-09 09:00:00
T00403,"Smooth ride, arrived on time. Would recommend!",2024-01-09 09:30:00
T00404,"Great driver, very professional and courteous.",2024-01-09 10:00:00
T00405,"Excellent service, driver was very helpful.",2024-01-09 10:30:00
T00406,"Excellent service, driver was very helpful.",2024-01-09 11:00:00
T00407,"Great driver, very professional and courteous.",2024-01-09 11:30:00
T00408,"Smooth ride, arrived on time. Would recommend!",2024-01-09 12:00:00
T00409,"Excellent service, driver was very helpful.",2024-01-09 12:30:00
T00410,"Smooth ride, arrived on time. Would recommend!",2024-01-09 13:00:00
T00411,"Smooth ride, arrived on time. Would recommend!",2024-01-09 13:30:00
T00412,"Smooth ride, arrived on time. Would recommend!",2024-01-09 14:00:00
T00413,"Great driver, very professional and courteous.",2024-01-09 14:30:00
T00414,"Great driver, very professional and courteous.",2024-01-09 15:00:00
T00415,"Smooth ride, arrived on time. Would recommend!",2024-01-09 15:30:00
T00416,"Safe driving, comfortable journey. Thank you!",2024-01-09 16:00:00
T00417,"Great driver, very professional and courteous.",2024-01-09 16:30:00
T00418,"Safe driving, comfortable journey. Thank you!",2024-01-09 17:00:00
T00419,"Safe driving, comfortable journey. Thank you!",2024-01-09 17:30:00
T00420,"Smooth ride, arrived on time. Would recommend!",2024-01-09 18:00:00
T00421,"Safe driving, comfortable journey. Thank you!",2024-01-09 18:30:00
T00422,"Safe driving, comfortable journey. Thank you!",2024-01-09 19:00:00
T00423,"Safe driving, comfortable journey. Thank you!",2024-01-09 19:30:00
T00424,"Smooth ride, arrived on time. Would recommend!",2024-01-09 20:00:00
T00425,"Smooth ride, arrived on time. Would recommend!",2024-01-09 20:30:00
T00426,"Great driver, very professional and courteous.",2024-01-09 21:00:00
T00427,"Great driver, very professional and courteous.",2024-01-09 21:30:00
T00428,"Safe driving, comfortable journey. Thank you!",2024-01-09 22:00:00
T00429,"Smooth ride, arrived on time. Would recommend!",2024-01-09 22:30:00
T00430,"Smooth ride, arrived on time. Would recommend!",2024-01-09 23:00:00
T00431,"Safe driving, comfortable journey. Thank you!",2024-01-09 23:30:00
T00432,"Ride was okay, nothing special.",2024-01-10 00:00:00
T00433,"Smooth ride, arrived on time. Would recommend!",2024-01-10 00:30:00
T00434,"Great driver, very professional and courteous.",2024-01-10 01:00:00
T00435,"Safe driving, comfortable journey. Thank you!",2024-01-10 01:30:00
T00436,"Smooth ride, arrived on time. Would recommend!",2024-01-10 02:00:00
T00437,"Safe driving, comfortable journey. Thank you!",2024-01-10 02:30:00
T00438,"Excellent service, driver was very helpful.",2024-01-10 03:00:00
T00439,"Safe driving, comfortable journey. Thank you!",2024-01-10 03:30:00
T00440,"Safe driving, comfortable journey. Thank you!",2024-01-10 04:00:00
T00441,"Safe driving, comfortable journey. Thank you!",2024-01-10 04:30:00
T00442,"Smooth ride, arrived on time. Would recommend!",2024-01-10 05:00:00
T00443,"Safe driving, comfortable journey. Thank you!",2024-01-10 05:30:00
T00444,"Safe driving, comfortable journey. Thank you!",2024-01-10 06:00:00
T00445,"Excellent service, driver was very helpful.",2024-01-10 06:30:00
T00446,"Smooth ride, arrived on time. Would recommend!",2024-01-10 07:00:00
T00447,"Excellent service, driver was very helpful.",2024-01-10 07:30:00
T00448,"Safe driving, comfortable journey. Thank you!",2024-01-10 08:00:00
T00449,"Smooth ride, arrived on time. Would recommend!",2024-01-10 08:30:00
T00450,"Excellent service, driver was very helpful.",2024-01-10 09:00:00
T00451,"Safe driving, comfortable journey. Thank you!",2024-01-10 09:30:00
T00452,"Great driver, very professional and courteous.",2024-01-10 10:00:00
T00453,"Excellent service, driver was very helpful.",2024-01-10 10:30:00
T00454,"Smooth ride, arrived on time. Would recommend!",2024-01-10 11:00:00
T00455,"Excellent service, driver was very helpful.",2024-01-10 11:30:00
T00456,"Excellent service, driver was very helpful.",2024-01-10 12:00:00
T00457,"Excellent service, driver was very helpful.",2024-01-10 12:30:00
T00458,"Great driver, very professional and courteous.",2024-01-10 13:00:00
T00459,"Smooth ride, arrived on time. Would recommend!",2024-01-10 13:30:00
T00460,"Smooth ride, arrived on time. Would recommend!",2024-01-10 14:00:00
T00461,"Smooth ride, arrived on time. Would recommend!",2024-01-10 14:30:00
T00462,"Safe driving, comfortable journey. Thank you!",2024-01-10 15:00:00
T00463,"Smooth ride, arrived on time. Would recommend!",2024-01-10 15:30:00
T00464,"Smooth ride, arrived on time. Would recommend!",2024-01-10 16:00:00
T00465,"Great driver, very professional and courteous.",2024-01-10 16:30:00
T00466,"Safe driving, comfortable journey. Thank you!",2024-01-10 17:00:00
T00467,"Safe driving, comfortable journey. Thank you!",2024-01-10 17:30:00
T00468,"Excellent service, driver was very helpful.",2024-01-10 18:00:00
T00469,"Safe driving, comfortable journey. Thank you!",2024-01-10 18:30:00
T00470,"Safe driving, comfortable journey. Thank you!",2024-01-10 19:00:00
T00471,"Great driver, very professional and courteous.",2024-01-10 19:30:00
T00472,"Smooth ride, arrived on time. Would recommend!",2024-01-10 20:00:00
T00473,"Safe driving, comfortable journey. Thank you!",2024-01-10 20:30:00
T00474,"Safe driving, comfortable journey. Thank you!",2024-01-10 21:00:00
T00475,"Great driver, very professional and courteous.",2024-01-10 21:30:00
T00476,"Safe driving, comfortable journey. Thank you!",2024-01-10 22:00:00
T00477,"Safe driving, comfortable journey. Thank you!",2024-01-10 22:30:00
T00478,"Great driver, very professional and courteous.",2024-01-10 23:00:00
T00479,"Excellent service, driver was very helpful.",2024-01-10 23:30:00
T00480,"Excellent service, driver was very helpful.",2024-01-11 00:00:00
T00481,"Safe driving, comfortable journey. Thank you!",2024-01-11 00:30:00
T00482,"Safe driving, comfortable journey. Thank you!",2024-01-11 01:00:00
T00483,"Smooth ride, arrived on time. Would recommend!",2024-01-11 01:30:00
T00484,"Safe driving, comfortable journey. Thank you!",2024-01-11 02:00:00
T00485,"Smooth ride, arrived on time. Would recommend!",2024-01-11 02:30:00
T00486,"Excellent service, driver was very helpful.",2024-01-11 03:00:00
T00487,"Safe driving, comfortable journey. Thank you!",2024-01-11 03:30:00
T00488,"Safe driving, comfortable journey. Thank you!",2024-01-11 04:00:00
T00489,"Great driver, very professional and courteous.",2024-01-11 04:30:00
T00490,"Safe driving, comfortable journey. Thank you!",2024-01-11 05:00:00
T00491,"Excellent service, driver was very helpful.",2024-01-11 05:30:00
T00492,"Safe driving, comfortable journey. Thank you!",2024-01-11 06:00:00
T00493,"Smooth ride, arrived on time. Would recommend!",2024-01-11 06:30:00
T00494,"Safe driving, comfortable journey. Thank you!",2024-01-11 07:00:00
T00495,"Smooth ride, arrived on time. Would recommend!",2024-01-11 07:30:00
T00496,"Great driver, very professional and courteous.",2024-01-11 08:00:00
T00497,"Safe driving, comfortable journey. Thank you!",2024-01-11 08:30:00
T00498,"Great driver, very professional and courteous.",2024-01-11 09:00:00
T00499,"Great driver, very professional and courteous.",2024-01-11 09:30:00
T00500,"Safe driving, comfortable journey. Thank you!",2024-01-11 10:00:00
T00501,"Smooth ride, arrived on time. Would recommend!",2024-01-11 10:30:00
T00502,"Safe driving, comfortable journey. Thank you!",2024-01-11 11:00:00
T00503,"Smooth ride, arrived on time. Would recommend!",2024-01-11 11:30:00
T00504,"Great driver, very professional and courteous.",2024-01-11 12:00:00
T00505,"Excellent service, driver was very helpful.",2024-01-11 12:30:00
T00506,"Safe driving, comfortable journey. Thank you!",2024-01-11 13:00:00
T00507,"Excellent service, driver was very helpful.",2024-01-11 13:30:00
T00508,"Smooth ride, arrived on time. Would recommend!",2024-01-11 14:00:00
T00509,"Safe driving, comfortable journey. Thank you!",2024-01-11 14:30:00
T00510,"Excellent service, driver was very helpful.",2024-01-11 15:00:00
T00511,"Excellent service, driver was very helpful.",2024-01-11 15:30:00
T00512,"Safe driving, comfortable journey. Thank you!",2024-01-11 16:00:00
T00513,"Average experience, got to destination fine.",2024-01-11 16:30:00
T00514,"Safe driving, comfortable journey. Thank you!",2024-01-11 17:00:00
T00515,"Excellent service, driver was very helpful.",2024-01-11 17:30:00
T00516,"Ride was okay, nothing special.",2024-01-11 18:00:00
T00517,"Safe driving, comfortable journey. Thank you!",2024-01-11 18:30:00
T00518,"Ride was okay, nothing special.",2024-01-11 19:00:00
T00519,"Great driver, very professional and courteous.",2024-01-11 19:30:00
T00520,"Excellent service, driver was very helpful.",2024-01-11 20:00:00
T00521,"Smooth ride, arrived on time. Would recommend!",2024-01-11 20:30:00
T00522,"Great driver, very professional and courteous.",2024-01-11 21:00:00
T00523,"Great driver, very professional and courteous.",2024-01-11 21:30:00
T00524,"Great driver, very professional and courteous.",2024-01-11 22:00:00
T00525,"Smooth ride, arrived on time. Would recommend!",2024-01-11 22:30:00
T00526,"Smooth ride, arrived on time. Would recommend!",2024-01-11 23:00:00
T00527,"Great driver, very professional and courteous.",2024-01-11 23:30:00
T00528,"Smooth ride, arrived on time. Would recommend!",2024-01-12 00:00:00
T00529,"Smooth ride, arrived on time. Would recommend!",2024-01-12 00:30:00
T00530,"Smooth ride, arrived on time. Would recommend!",2024-01-12 01:00:00
T00531,"Safe driving, comfortable journey. Thank you!",2024-01-12 01:30:00
T00532,"Great driver, very professional and courteous.",2024-01-12 02:00:00
T00533,"Smooth ride, arrived on time. Would recommend!",2024-01-12 02:30:00
T00534,"Safe driving, comfortable journey. Thank you!",2024-01-12 03:00:00
T00535,"Excellent service, driver was very helpful.",2024-01-12 03:30:00
T00536,"Excellent service, driver was very helpful.",2024-01-12 04:00:00
T00537,"Smooth ride, arrived on time. Would recommend!",2024-01-12 04:30:00
T00538,"Great driver, very professional and courteous.",2024-01-12 05:00:00
T00539,"Smooth ride, arrived on time. Would recommend!",2024-01-12 05:30:00
T00540,"Excellent service, driver was very helpful.",2024-01-12 06:00:00
T00541,"Great driver, very professional and courteous.",2024-01-12 06:30:00
T00542,"Great driver, very professional and courteous.",2024-01-12 07:00:00
T00543,"Excellent service, driver was very helpful.",2024-01-12 07:30:00
T00544,"Safe driving, comfortable journey. Thank you!",2024-01-12 08:00:00
T00545,"Safe driving, comfortable journey. Thank you!",2024-01-12 08:30:00
T00546,"Smooth ride, arrived on time. Would recommend!",2024-01-12 09:00:00
T00547,"Great driver, very professional and courteous.",2024-01-12 09:30:00
T00548,"Smooth ride, arrived on time. Would recommend!",2024-01-12 10:00:00
T00549,"Great driver, very professional and courteous.",2024-01-12 10:30:00
T00550,"Excellent service, driver was very helpful.",2024-01-12 11:00:00
T00551,"Great driver, very professional and courteous.",2024-01-12 11:30:00
T00552,"Great driver, very professional and courteous.",2024-01-12 12:00:00
T00553,"Excellent service, driver was very helpful.",2024-01-12 12:30:00
T00554,"Safe driving, comfortable journey. Thank you!",2024-01-12 13:00:00
T00555,"Excellent service, driver was very helpful.",2024-01-12 13:30:00
T00556,"Great driver, very professional and courteous.",2024-01-12 14:00:00
T00557,"Excellent service, driver was very helpful.",2024-01-12 14:30:00
T00558,"Great driver, very professional and courteous.",2024-01-12 15:00:00
T00559,"Safe driving, comfortable journey. Thank you!",2024-01-12 15:30:00
T00560,"Safe driving, comfortable journey. Thank you!",2024-01-12 16:00:00
T00561,"Great driver, very professional and courteous.",2024-01-12 16:30:00
T00562,"Safe driving, comfortable journey. Thank you!",2024-01-12 17:00:00
T00563,"Excellent service, driver was very helpful.",2024-01-12 17:30:00
T00564,"Safe driving, comfortable journey. Thank you!",2024-01-12 18:00:00
T00565,"Smooth ride, arrived on time. Would recommend!",2024-01-12 18:30:00
T00566,"Safe driving, comfortable journey. Thank you!",2024-01-12 19:00:00
T00567,"Smooth ride, arrived on time. Would recommend!",2024-01-12 19:30:00
T00568,"Excellent service, driver was very helpful.",2024-01-12 20:00:00
T00569,"Safe driving, comfortable journey. Thank you!",2024-01-12 20:30:00
T00570,"Safe driving, comfortable journey. Thank you!",2024-01-12 21:00:00
T00571,"Safe driving, comfortable journey. Thank you!",2024-01-12 21:30:00
T00572,"Excellent service, driver was very helpful.",2024-01-12 22:00:00
T00573,"Excellent service, driver was very helpful.",2024-01-12 22:30:00
T00574,"Smooth ride, arrived on time. Would recommend!",2024-01-12 23:00:00
T00575,"Great driver, very professional and courteous.",2024-01-12 23:30:00
T00576,"Excellent service, driver was very helpful.",2024-01-13 00:00:00
T00577,"Safe driving, comfortable journey. Thank you!",2024-01-13 00:30:00
T00578,"Smooth ride, arrived on time. Would recommend!",2024-01-13 01:00:00
T00579,"Safe driving, comfortable journey. Thank you!",2024-01-13 01:30:00
T00580,"Safe driving, comfortable journey. Thank you!",2024-01-13 02:00:00
T00581,"Excellent service, driver was very helpful.",2024-01-13 02:30:00
T00582,"Great driver, very professional and courteous.",2024-01-13 03:00:00
T00583,"Safe driving, comfortable journey. Thank you!",2024-01-13 03:30:00
T00584,"Excellent service, driver was very helpful.",2024-01-13 04:00:00
T00585,"Smooth ride, arrived on time. Would recommend!",2024-01-13 04:30:00
T00586,"Safe driving, comfortable journey. Thank you!",2024-01-13 05:00:00
T00587,"Smooth ride, arrived on time. Would recommend!",2024-01-13 05:30:00
T00588,"Excellent service, driver was very helpful.",2024-01-13 06:00:00
T00589,"Excellent service, driver was very helpful.",2024-01-13 06:30:00
T00590,"Excellent service, driver was very helpful.",2024-01-13 07:00:00
T00591,"Average experience, got to destination fine.",2024-01-13 07:30:00
T00592,"Excellent service, driver was very helpful.",2024-01-13 08:00:00
T00593,"Great driver, very professional and courteous.",2024-01-13 08:30:00
T00594,"Smooth ride, arrived on time. Would recommend!",2024-01-13 09:00:00
T00595,"Great driver, very professional and courteous.",2024-01-13 09:30:00
T00596,"Smooth ride, arrived on time. Would recommend!",2024-01-13 10:00:00
T00597,"Safe driving, comfortable journey. Thank you!",2024-01-13 10:30:00
T00598,"Safe driving, comfortable journey. Thank you!",2024-01-13 11:00:00
T00599,"Smooth ride, arrived on time. Would recommend!",2024-01-13 11:30:00
T00600,"Safe driving, comfortable journey. Thank you!",2024-01-13 12:00:00
T00601,"Safe driving, comfortable journey. Thank you!",2024-01-13 12:30:00
T00602,"Safe driving, comfortable journey. Thank you!",2024-01-13 13:00:00
T00603,"Great driver, very professional and courteous.",2024-01-13 13:30:00
T00604,"Great driver, very professional and courteous.",2024-01-13 14:00:00
T00605,"Excellent service, driver was very helpful.",2024-01-13 14:30:00
T00606,"Smooth ride, arrived on time. Would recommend!",2024-01-13 15:00:00
T00607,"Safe driving, comfortable journey. Thank you!",2024-01-13 15:30:00
T00608,"Smooth ride, arrived on time. Would recommend!",2024-01-13 16:00:00
T00609,"Excellent service, driver was very helpful.",2024-01-13 16:30:00
T00610,"Excellent service, driver was very helpful.",2024-01-13 17:00:00
T00611,"Safe driving, comfortable journey. Thank you!",2024-01-13 17:30:00
T00612,"Excellent service, driver was very helpful.",2024-01-13 18:00:00
T00613,"Safe driving, comfortable journey. Thank you!",2024-01-13 18:30:00
T00614,"Excellent service, driver was very helpful.",2024-01-13 19:00:00
T00615,"Excellent service, driver was very helpful.",2024-01-13 19:30:00
T00616,"Safe driving, comfortable journey. Thank you!",2024-01-13 20:00:00
T00617,"Excellent service, driver was very helpful.",2024-01-13 20:30:00
T00618,"Excellent service, driver was very helpful.",2024-01-13 21:00:00
T00619,"Excellent service, driver was very helpful.",2024-01-13 21:30:00
T00620,"Smooth ride, arrived on time. Would recommend!",2024-01-13 22:00:00
T00621,"Great driver, very professional and courteous.",2024-01-13 22:30:00
T00622,"Smooth ride, arrived on time. Would recommend!",2024-01-13 23:00:00
T00623,"Excellent service, driver was very helpful.",2024-01-13 23:30:00
T00624,"Great driver, very professional and courteous.",2024-01-14 00:00:00
T00625,"Smooth ride, arrived on time. Would recommend!",2024-01-14 00:30:00
T00626,"Ride was okay, nothing special.",2024-01-14 01:00:00
T00627,"Smooth ride, arrived on time. Would recommend!",2024-01-14 01:30:00
T00628,"Safe driving, comfortable journey. Thank you!",2024-01-14 02:00:00
T00629,"Excellent service, driver was very helpful.",2024-01-14 02:30:00
T00630,Driver was quiet but professional.,2024-01-14 03:00:00
T00631,"Excellent service, driver was very helpful.",2024-01-14 03:30:00
T00632,"Great driver, very professional and courteous.",2024-01-14 04:00:00
T00633,"Smooth ride, arrived on time. Would recommend!",2024-01-14 04:30:00
T00634,"Excellent service, driver was very helpful.",2024-01-14 05:00:00
T00635,"Smooth ride, arrived on time. Would recommend!",2024-01-14 05:30:00
T00636,"Excellent service, driver was very helpful.",2024-01-14 06:00:00
T00637,"Smooth ride, arrived on time. Would recommend!",2024-01-14 06:30:00
T00638,"Excellent service, driver was very helpful.",2024-01-14 07:00:00
T00639,"Great driver, very professional and courteous.",2024-01-14 07:30:00
T00640,"Smooth ride, arrived on time. Would recommend!",2024-01-14 08:00:00
T00641,"Excellent service, driver was very helpful.",2024-01-14 08:30:00
T00642,"Great driver, very professional and courteous.",2024-01-14 09:00:00
T00643,"Great driver, very professional and courteous.",2024-01-14 09:30:00
T00644,"Excellent service, driver was very helpful.",2024-01-14 10:00:00
T00645,"Smooth ride, arrived on time. Would recommend!",2024-01-14 10:30:00
T00646,"Safe driving, comfortable journey. Thank you!",2024-01-14 11:00:00
T00647,"Great driver, very professional and courteous.",2024-01-14 11:30:00
T00648,"Great driver, very professional and courteous.",2024-01-14 12:00:00
T00649,"Excellent service, driver was very helpful.",2024-01-14 12:30:00
T00650,"Safe driving, comfortable journey. Thank you!",2024-01-14 13:00:00
T00651,"Safe driving, comfortable journey. Thank you!",2024-01-14 13:30:00
T00652,"Safe driving, comfortable journey. Thank you!",2024-01-14 14:00:00
T00653,"Excellent service, driver was very helpful.",2024-01-14 14:30:00
T00654,"Smooth ride, arrived on time. Would recommend!",2024-01-14 15:00:00
T00655,"Great driver, very professional and courteous.",2024-01-14 15:30:00
T00656,"Excellent service, driver was very helpful.",2024-01-14 16:00:00
T00657,"Safe driving, comfortable journey. Thank you!",2024-01-14 16:30:00
T00658,"Great driver, very professional and courteous.",2024-01-14 17:00:00
T00659,"Great driver, very professional and courteous.",2024-01-14 17:30:00
T00660,"Safe driving, comfortable journey. Thank you!",2024-01-14 18:00:00
T00661,"Safe driving, comfortable journey. Thank you!",2024-01-14 18:30:00
T00662,"Great driver, very professional and courteous.",2024-01-14 19:00:00
T00663,"Great driver, very professional and courteous.",2024-01-14 19:30:00
T00664,"Ride was okay, nothing special.",2024-01-14 20:00:00
T00665,"Smooth ride, arrived on time. Would recommend!",2024-01-14 20:30:00
